local_prefix,local_code,vocabulary,mapped_to_code,mapped_to_description
AEMPS,622332,Strength,100 MG/ML,
AEMPS,622332,RxNorm,4850,glucose
AEMPS,622332,Route,Injectable Product,
AEMPS,622365,Strength,100 MG/ML,
AEMPS,622365,RxNorm,6628,mannitol
AEMPS,622365,Route,Injectable Product,
AEMPS,622373,Strength,200 MG/ML,
AEMPS,622373,RxNorm,6628,mannitol
AEMPS,622373,Route,Injectable Product,
AEMPS,622415,Strength,9 MG/ML,
AEMPS,622415,RxNorm,9863,sodium chloride
AEMPS,622415,Route,Injectable Product,
AEMPS,622431,RxNorm,4850,glucose
AEMPS,622431,RxNorm,9863,sodium chloride
AEMPS,622431,Route,Injectable Product,
AEMPS,622555,RxNorm,114202,lactate
AEMPS,622555,RxNorm,1901,calcium chloride
AEMPS,622555,RxNorm,8591,potassium chloride
AEMPS,622555,RxNorm,9863,sodium chloride
AEMPS,622555,Route,Injectable Product,
AEMPS,622589,RxNorm,4850,glucose
AEMPS,622589,RxNorm,9863,sodium chloride
AEMPS,622589,Route,Injectable Product,
AEMPS,622597,Strength,9 MG/ML,
AEMPS,622597,RxNorm,9863,sodium chloride
AEMPS,622597,Route,Injectable Product,
AEMPS,622613,RxNorm,4850,glucose
AEMPS,622613,Strength,50 MG/ML,
AEMPS,622613,Route,Injectable Product,
AEMPS,622621,RxNorm,4850,glucose
AEMPS,622621,Strength,50 MG/ML,
AEMPS,622621,Route,Injectable Product,
AEMPS,622639,RxNorm,4850,glucose
AEMPS,622639,RxNorm,9863,sodium chloride
AEMPS,622639,Route,Injectable Product,
AEMPS,622647,RxNorm,4850,glucose
AEMPS,622647,RxNorm,9863,sodium chloride
AEMPS,622647,Route,Injectable Product,
AEMPS,622654,Strength,100 MG/ML,
AEMPS,622654,RxNorm,4850,glucose
AEMPS,622654,Route,Injectable Product,
AEMPS,622670,RxNorm,114202,lactate
AEMPS,622670,RxNorm,1901,calcium chloride
AEMPS,622670,RxNorm,8591,potassium chloride
AEMPS,622670,RxNorm,9863,sodium chloride
AEMPS,622670,Route,Injectable Product,
AEMPS,622779,Strength,100 MG/ML,
AEMPS,622779,RxNorm,6628,mannitol
AEMPS,622779,Route,Injectable Product,
AEMPS,622787,Strength,200 MG/ML,
AEMPS,622787,RxNorm,6628,mannitol
AEMPS,622787,Route,Injectable Product,
AEMPS,622928,Strength,9 MG/ML,
AEMPS,622928,RxNorm,9863,sodium chloride
AEMPS,622928,Route,Injectable Product,
AEMPS,622944,RxNorm,4850,glucose
AEMPS,622944,RxNorm,9863,sodium chloride
AEMPS,622944,Route,Injectable Product,
AEMPS,622951,RxNorm,4850,glucose
AEMPS,622951,RxNorm,9863,sodium chloride
AEMPS,622951,Route,Injectable Product,
AEMPS,622969,RxNorm,4850,glucose
AEMPS,622969,RxNorm,9863,sodium chloride
AEMPS,622969,Route,Injectable Product,
AEMPS,622977,RxNorm,4850,glucose
AEMPS,622977,Strength,50 MG/ML,
AEMPS,622977,Route,Injectable Product,
AEMPS,622985,Strength,200 MG/ML,
AEMPS,622985,RxNorm,4850,glucose
AEMPS,622985,Route,Injectable Product,
AEMPS,623017,Strength,9 MG/ML,
AEMPS,623017,RxNorm,9863,sodium chloride
AEMPS,623017,Route,Injectable Product,
AEMPS,623025,Strength,9 MG/ML,
AEMPS,623025,RxNorm,9863,sodium chloride
AEMPS,623025,Route,Injectable Product,
AEMPS,623298,Strength,5 MG/ML,
AEMPS,623298,RxNorm,6960,midazolam
AEMPS,623298,Route,Injectable Product,
AEMPS,623546,Strength,3 MG,
AEMPS,623546,RxNorm,9939,somatostatin
AEMPS,623546,Route,Injectable Product,
AEMPS,623892,RxNorm,5781,indomethacin
AEMPS,624221,Strength,2000 MG,
AEMPS,624221,RxNorm,2193,ceftriaxone
AEMPS,624221,Route,Injectable Product,
AEMPS,624437,Strength,5 MG/ML,
AEMPS,624437,RxNorm,6960,midazolam
AEMPS,624437,Route,Injectable Product,
AEMPS,624486,RxNorm,2231,cephalexin
AEMPS,624486,Strength,500 MG,
AEMPS,624486,Route,Oral Product,
AEMPS,624569,Strength,1000 MG,
AEMPS,624569,RxNorm,10109,streptomycin
AEMPS,624569,Route,Injectable Product,
AEMPS,624601,RxNorm,1596450,gentamicin
AEMPS,624601,Strength,40 MG/ML,
AEMPS,624601,Route,Injectable Product,
AEMPS,624627,Strength,500 MG,
AEMPS,624627,RxNorm,733,ampicillin
AEMPS,624627,Route,Injectable Product,
AEMPS,624635,Strength,1000 MG,
AEMPS,624635,RxNorm,733,ampicillin
AEMPS,624635,Route,Injectable Product,
AEMPS,624809,RxNorm,3523,dipyrone
AEMPS,624809,Strength,400 MG/ML,
AEMPS,624809,Route,Injectable Product,
AEMPS,624817,RxNorm,3523,dipyrone
AEMPS,624817,Strength,575 MG,
AEMPS,624817,Route,Oral Product,
AEMPS,624825,RxNorm,1191,aspirin
AEMPS,624825,Strength,300 MG,
AEMPS,624825,Route,Oral Product,
AEMPS,624833,Strength,100 MG,
AEMPS,624833,RxNorm,1191,aspirin
AEMPS,624833,Route,Oral Product,
AEMPS,624841,Strength,20 MG,
AEMPS,624841,RxNorm,283742,esomeprazole
AEMPS,624841,Route,Oral Product,
AEMPS,625327,Strength,250 MG/ML,
AEMPS,625327,RxNorm,641,amikacin
AEMPS,625327,Route,Injectable Product,
AEMPS,625459,Strength,1 MG,
AEMPS,625459,RxNorm,6470,lorazepam
AEMPS,625459,Route,Oral Product,
AEMPS,625483,RxNorm,25480,gabapentin
AEMPS,625483,Strength,300 MG,
AEMPS,625483,Route,Oral Product,
AEMPS,625525,Strength,250 MG,
AEMPS,625525,RxNorm,281,acyclovir
AEMPS,625525,Route,Injectable Product,
AEMPS,625889,RxNorm,2194,cefuroxime
AEMPS,625889,Strength,750 MG,
AEMPS,625889,Route,Injectable Product,
AEMPS,626051,RxNorm,48203,clavulanate
AEMPS,626051,RxNorm,723,amoxicillin
AEMPS,626051,Route,Injectable Product,
AEMPS,626374,RxNorm,3322,diazepam
AEMPS,626374,Strength,5 MG,
AEMPS,626374,Route,Oral Product,
AEMPS,626788,Strength,200 MG/ML,
AEMPS,626788,RxNorm,4850,glucose
AEMPS,626788,Route,Injectable Product,
AEMPS,626853,RxNorm,161,acetaminophen
AEMPS,626853,Strength,650 MG,
AEMPS,626853,Route,Oral Product,
AEMPS,626861,Strength,5 MG/ML,
AEMPS,626861,RxNorm,6960,midazolam
AEMPS,626861,Route,Injectable Product,
AEMPS,627372,RxNorm,17767,amlodipine
AEMPS,627372,Strength,5 MG,
AEMPS,627372,Route,Oral Product,
AEMPS,627935,Strength,10 MG/ML,
AEMPS,627935,RxNorm,8308,vitamin K1
AEMPS,627935,Route,Injectable Product,
AEMPS,628016,RxNorm,3322,diazepam
AEMPS,628016,Strength,5 MG/ML,
AEMPS,628016,Route,Injectable Product,
AEMPS,628073,Strength,10 MG/ML,
AEMPS,628073,RxNorm,4603,furosemide
AEMPS,628073,Route,Injectable Product,
AEMPS,628172,Strength,10 MG/ML,
AEMPS,628172,RxNorm,4603,furosemide
AEMPS,628172,Route,Injectable Product,
AEMPS,628339,RxNorm,114202,lactate
AEMPS,628339,RxNorm,1901,calcium chloride
AEMPS,628339,RxNorm,8591,potassium chloride
AEMPS,628339,RxNorm,9863,sodium chloride
AEMPS,628339,Route,Injectable Product,
AEMPS,628354,RxNorm,10689,tramadol
AEMPS,628354,Strength,50 MG/ML,
AEMPS,628354,Route,Injectable Product,
AEMPS,628370,RxNorm,11055,urokinase
AEMPS,628370,Strength,250000 UNT,
AEMPS,628370,Route,Injectable Product,
AEMPS,628602,Strength,100000 UNT,
AEMPS,628602,RxNorm,11055,urokinase
AEMPS,628602,Route,Injectable Product,
AEMPS,628669,Strength,1000 UNT/ML,
AEMPS,628669,RxNorm,5224,heparin
AEMPS,628669,Route,Injectable Product,
AEMPS,628677,Strength,5000 UNT/ML,
AEMPS,628677,RxNorm,5224,heparin
AEMPS,628677,Route,Injectable Product,
AEMPS,628719,Strength,10 MG/ML,
AEMPS,628719,RxNorm,8825,protamine sulfate (USP)
AEMPS,628719,Route,Injectable Product,
AEMPS,629261,RxNorm,18631,azithromycin
AEMPS,629261,Strength,500 MG,
AEMPS,629261,Route,Oral Product,
AEMPS,629469,Strength,0.2 MG/ML,
AEMPS,629469,RxNorm,6883,methylergonovine
AEMPS,629469,Route,Injectable Product,
AEMPS,629485,Strength,10 UNT/ML,
AEMPS,629485,RxNorm,7824,oxytocin
AEMPS,629485,Route,Injectable Product,
AEMPS,629493,RxNorm,161,acetaminophen
AEMPS,629493,Strength,325 MG,
AEMPS,629493,Route,Rectal Product,
AEMPS,629501,RxNorm,161,acetaminophen
AEMPS,629501,Strength,500 MG,
AEMPS,629501,Route,Oral Product,
AEMPS,629550,RxNorm,19484,bisoprolol
AEMPS,629550,Strength,5 MG,
AEMPS,629550,Route,Oral Product,
AEMPS,630079,Strength,10 MG,
AEMPS,630079,RxNorm,19484,bisoprolol
AEMPS,630079,Route,Oral Product,
AEMPS,630103,RxNorm,1815,bupivacaine
AEMPS,630103,Strength,5 MG/ML,
AEMPS,630103,Route,Injectable Product,
AEMPS,630111,RxNorm,4850,glucose
AEMPS,630111,Strength,50 MG/ML,
AEMPS,630111,Route,Injectable Product,
AEMPS,630764,Strength,10 MG/ML,
AEMPS,630764,RxNorm,8701,procaine
AEMPS,630764,Route,Injectable Product,
AEMPS,631051,RxNorm,5640,ibuprofen
AEMPS,631051,Strength,600 MG,
AEMPS,631051,Route,Oral Product,
AEMPS,631192,RxNorm,3827,enalapril
AEMPS,631192,Strength,5 MG,
AEMPS,631192,Route,Oral Product,
AEMPS,631226,RxNorm,10627,tobramycin
AEMPS,631226,Strength,50 MG/ML,
AEMPS,631226,Route,Injectable Product,
AEMPS,631523,RxNorm,69749,valsartan
AEMPS,631523,Strength,80 MG,
AEMPS,631523,Route,Oral Product,
AEMPS,631911,RxNorm,2186,cefotaxime
AEMPS,631911,Strength,500 MG,
AEMPS,631911,Route,Injectable Product,
AEMPS,632141,RxNorm,29503,meningococcal group C polysaccharide
AEMPS,632141,Route,Injectable Product,
AEMPS,632661,RxNorm,48203,clavulanate
AEMPS,632661,RxNorm,723,amoxicillin
AEMPS,632661,Route,Oral Product,
AEMPS,632802,RxNorm,25480,gabapentin
AEMPS,632802,Strength,400 MG,
AEMPS,632802,Route,Oral Product,
AEMPS,633339,RxNorm,280611,bemiparin
AEMPS,633644,RxNorm,4850,glucose
AEMPS,633644,Strength,50 MG/ML,
AEMPS,633644,Route,Injectable Product,
AEMPS,633685,Strength,9 MG/ML,
AEMPS,633685,RxNorm,9863,sodium chloride
AEMPS,633685,Route,Injectable Product,
AEMPS,634113,Strength,1000 MG,
AEMPS,634113,RxNorm,2183,cefonicid
AEMPS,634113,Route,Injectable Product,
AEMPS,634154,RxNorm,280611,bemiparin
AEMPS,634196,RxNorm,280611,bemiparin
AEMPS,634477,RxNorm,36676,sodium bicarbonate
AEMPS,634477,Strength,84 MG/ML,
AEMPS,634477,Route,Injectable Product,
AEMPS,634592,Strength,10 MG,
AEMPS,634592,RxNorm,10171,sulfadiazine
AEMPS,634592,Route,Topical Product,
AEMPS,635508,RxNorm,10154,succinylcholine
AEMPS,635508,Strength,50 MG/ML,
AEMPS,635508,Route,Injectable Product,
AEMPS,635573,RxNorm,10493,thiopental
AEMPS,635573,Strength,500 MG,
AEMPS,635573,Route,Injectable Product,
AEMPS,635581,Strength,1000 MG,
AEMPS,635581,RxNorm,10493,thiopental
AEMPS,635581,Route,Injectable Product,
AEMPS,635631,Strength,0.5 MG/ML,
AEMPS,635631,RxNorm,1223,atropine
AEMPS,635631,Route,Injectable Product,
AEMPS,635649,Strength,1 MG/ML,
AEMPS,635649,RxNorm,1223,atropine
AEMPS,635649,Route,Injectable Product,
AEMPS,635656,Strength,100 MG/ML,
AEMPS,635656,RxNorm,1901,calcium chloride
AEMPS,635656,Route,Injectable Product,
AEMPS,635706,RxNorm,114202,lactate
AEMPS,635706,RxNorm,1901,calcium chloride
AEMPS,635706,RxNorm,8591,potassium chloride
AEMPS,635706,RxNorm,9863,sodium chloride
AEMPS,635706,Route,Injectable Product,
AEMPS,636142,Strength,0.5 MG/ML,
AEMPS,636142,RxNorm,7315,neostigmine
AEMPS,636142,Route,Injectable Product,
AEMPS,636159,RxNorm,1596450,gentamicin
AEMPS,636159,Strength,20 MG/ML,
AEMPS,636159,Route,Injectable Product,
AEMPS,636175,RxNorm,10627,tobramycin
AEMPS,636175,Strength,50 MG/ML,
AEMPS,636175,Route,Injectable Product,
AEMPS,636183,RxNorm,1596450,gentamicin
AEMPS,636183,Strength,40 MG/ML,
AEMPS,636183,Route,Injectable Product,
AEMPS,636209,Strength,10 MG/ML,
AEMPS,636209,RxNorm,1596450,gentamicin
AEMPS,636209,Route,Injectable Product,
AEMPS,636399,RxNorm,2625,cloxacillin
AEMPS,636399,Strength,500 MG,
AEMPS,636399,Route,Oral Product,
AEMPS,636498,RxNorm,48203,clavulanate
AEMPS,636498,RxDrug,617296,amoxicillin 500 MG / clavulanate 125 MG Oral Tablet
AEMPS,636498,RxNorm,723,amoxicillin
AEMPS,636498,Route,Oral Product,
AEMPS,636662,RxNorm,4850,glucose
AEMPS,636662,Strength,50 MG/ML,
AEMPS,636662,Route,Injectable Product,
AEMPS,636878,RxNorm,1311065,barium chloride
AEMPS,636878,Route,Rectal Product,
AEMPS,636886,RxNorm,1311065,barium chloride
AEMPS,636886,Route,Oral Product,
AEMPS,637025,RxNorm,1815,bupivacaine
AEMPS,637025,Strength,2.5 MG/ML,
AEMPS,637025,Route,Injectable Product,
AEMPS,637033,RxNorm,1815,bupivacaine
AEMPS,637033,Strength,5 MG/ML,
AEMPS,637033,Route,Injectable Product,
AEMPS,637447,RxNorm,161,acetaminophen
AEMPS,637595,Strength,20 MG,
AEMPS,637595,RxNorm,3827,enalapril
AEMPS,637595,Route,Oral Product,
AEMPS,637918,RxNorm,187832,pregabalin
AEMPS,637918,Strength,75 MG,
AEMPS,637918,Route,Oral Product,
AEMPS,638197,Strength,30 MG,
AEMPS,638197,RxNorm,7426,nimodipine
AEMPS,638197,Route,Oral Product,
AEMPS,638528,Strength,25 MG/ML,
AEMPS,638528,RxNorm,6851,methotrexate
AEMPS,638528,Route,Injectable Product,
AEMPS,638551,RxNorm,2194,cefuroxime
AEMPS,638551,Strength,500 MG,
AEMPS,638551,Route,Oral Product,
AEMPS,638809,Strength,250 MG/ML,
AEMPS,638809,RxNorm,641,amikacin
AEMPS,638809,Route,Injectable Product,
AEMPS,638882,RxNorm,1191,aspirin
AEMPS,639203,Strength,25 MG/ML,
AEMPS,639203,RxNorm,6851,methotrexate
AEMPS,639203,Route,Injectable Product,
AEMPS,639484,Strength,100 MG/ML,
AEMPS,639484,RxNorm,67108,enoxaparin
AEMPS,639484,Route,Injectable Product,
AEMPS,639492,Strength,100 MG/ML,
AEMPS,639492,RxNorm,67108,enoxaparin
AEMPS,639492,Route,Injectable Product,
AEMPS,639591,Strength,25 MG/ML,
AEMPS,639591,RxNorm,6851,methotrexate
AEMPS,639591,Route,Injectable Product,
AEMPS,639609,Strength,25 MG/ML,
AEMPS,639609,RxNorm,6851,methotrexate
AEMPS,639609,Route,Injectable Product,
AEMPS,639674,RxNorm,22396,deflazacort
AEMPS,639674,Strength,30 MG,
AEMPS,639674,Route,Oral Product,
AEMPS,639948,RxNorm,4850,glucose
AEMPS,639948,Strength,50 MG/ML,
AEMPS,639948,Route,Injectable Product,
AEMPS,639963,RxNorm,4850,glucose
AEMPS,639963,Strength,50 MG/ML,
AEMPS,639963,Route,Injectable Product,
AEMPS,640144,RxNorm,1191,aspirin
AEMPS,640144,Strength,300 MG,
AEMPS,640144,Route,Oral Product,
AEMPS,640458,Strength,9 MG/ML,
AEMPS,640458,RxNorm,9863,sodium chloride
AEMPS,640458,Route,Injectable Product,
AEMPS,640466,RxNorm,4850,glucose
AEMPS,640466,Strength,50 MG/ML,
AEMPS,640466,Route,Injectable Product,
AEMPS,640516,Strength,500 MG,
AEMPS,640516,RxNorm,723,amoxicillin
AEMPS,640516,Route,Oral Product,
AEMPS,640649,RxNorm,283742,esomeprazole
AEMPS,640649,Strength,40 MG,
AEMPS,640649,Route,Injectable Product,
AEMPS,640995,RxNorm,11295,water
AEMPS,641167,Strength,100 MG,
AEMPS,641167,RxNorm,4450,fluconazole
AEMPS,641167,Route,Oral Product,
AEMPS,641233,RxNorm,2551,ciprofloxacin
AEMPS,641233,Strength,500 MG,
AEMPS,641233,Route,Oral Product,
AEMPS,641647,Strength,1000 UNT/ML,
AEMPS,641647,RxNorm,5224,heparin
AEMPS,641647,Route,Injectable Product,
AEMPS,641746,RxNorm,35827,ketorolac
AEMPS,641852,Strength,5 MG/ML,
AEMPS,641852,RxNorm,6922,metronidazole
AEMPS,641852,Route,Injectable Product,
AEMPS,641860,Strength,9 MG/ML,
AEMPS,641860,RxNorm,9863,sodium chloride
AEMPS,641860,Route,Injectable Product,
AEMPS,641878,Strength,9 MG/ML,
AEMPS,641878,RxNorm,9863,sodium chloride
AEMPS,641878,Route,Injectable Product,
AEMPS,641969,Strength,0.2 MG/ML,
AEMPS,641969,RxNorm,7426,nimodipine
AEMPS,641969,Route,Injectable Product,
AEMPS,642397,RxNorm,17767,amlodipine
AEMPS,642397,Strength,5 MG,
AEMPS,642397,Route,Oral Product,
AEMPS,642405,Strength,10 MG,
AEMPS,642405,RxNorm,17767,amlodipine
AEMPS,642405,Route,Oral Product,
AEMPS,642603,Strength,9 MG/ML,
AEMPS,642603,RxNorm,9863,sodium chloride
AEMPS,642603,Route,Injectable Product,
AEMPS,642637,Strength,9 MG/ML,
AEMPS,642637,RxNorm,9863,sodium chloride
AEMPS,642637,Route,Injectable Product,
AEMPS,642736,RxNorm,10689,tramadol
AEMPS,642736,Strength,50 MG/ML,
AEMPS,642736,Route,Injectable Product,
AEMPS,642751,RxNorm,10689,tramadol
AEMPS,642751,Strength,50 MG,
AEMPS,642751,Route,Oral Product,
AEMPS,643205,RxNorm,3639,doxorubicin
AEMPS,643205,Strength,50 MG,
AEMPS,643205,Route,Injectable Product,
AEMPS,643254,RxNorm,9863,sodium chloride
AEMPS,643346,Strength,5 MG/ML,
AEMPS,643346,RxNorm,6922,metronidazole
AEMPS,643346,Route,Injectable Product,
AEMPS,643486,Strength,1 MG/ML,
AEMPS,643486,RxNorm,1596450,gentamicin
AEMPS,643486,Route,Injectable Product,
AEMPS,643494,Strength,5 MG/ML,
AEMPS,643494,RxNorm,6922,metronidazole
AEMPS,643494,Route,Injectable Product,
AEMPS,643536,RxNorm,4850,glucose
AEMPS,643536,Strength,500 MG/ML,
AEMPS,643536,Route,Injectable Product,
AEMPS,643692,Strength,0.5 MG/ML,
AEMPS,643692,RxNorm,19831,budesonide
AEMPS,643692,Route,Inhalant Product,
AEMPS,643700,Strength,0.25 MG/ML,
AEMPS,643700,RxNorm,19831,budesonide
AEMPS,643700,Route,Inhalant Product,
AEMPS,643791,RxNorm,6703,megestrol
AEMPS,644278,RxNorm,48203,clavulanate
AEMPS,644278,RxNorm,723,amoxicillin
AEMPS,644278,Route,Oral Product,
AEMPS,644526,RxNorm,7980,penicillin G
AEMPS,644526,Route,Injectable Product,
AEMPS,644625,Strength,100 MG/ML,
AEMPS,644625,RxNorm,8611,povidone-iodine
AEMPS,644625,Route,Topical Product,
AEMPS,644666,Strength,200 MG/ML,
AEMPS,644666,RxNorm,8351,piracetam
AEMPS,644666,Route,Injectable Product,
AEMPS,644906,RxNorm,11295,water
AEMPS,644948,Strength,20 MG,
AEMPS,644948,RxNorm,32937,paroxetine
AEMPS,644948,Route,Oral Product,
AEMPS,644989,RxNorm,1310594,polyethylene glycol 4000
AEMPS,644989,RxNorm,36676,sodium bicarbonate
AEMPS,644989,RxNorm,36709,sodium phosphate
AEMPS,644989,RxNorm,36721,sodium sulfate
AEMPS,644989,RxNorm,8516,polyethylene glycols
AEMPS,644989,RxNorm,8591,potassium chloride
AEMPS,644989,RxNorm,9863,sodium chloride
AEMPS,644989,Route,Oral Product,
AEMPS,645174,RxNorm,319864,cisatracurium
AEMPS,645572,Strength,50 MG/ML,
AEMPS,645572,RxNorm,6387,lidocaine
AEMPS,645572,Route,Injectable Product,
AEMPS,645580,Strength,20 MG/ML,
AEMPS,645580,RxNorm,6387,lidocaine
AEMPS,645580,Route,Injectable Product,
AEMPS,645598,Strength,10 MG/ML,
AEMPS,645598,RxNorm,6387,lidocaine
AEMPS,645598,Route,Injectable Product,
AEMPS,645705,RxNorm,36676,sodium bicarbonate
AEMPS,645705,Strength,84 MG/ML,
AEMPS,645705,Route,Injectable Product,
AEMPS,645713,Strength,9 MG/ML,
AEMPS,645713,RxNorm,9863,sodium chloride
AEMPS,645713,Route,Injectable Product,
AEMPS,645721,RxNorm,4850,glucose
AEMPS,645721,RxNorm,9863,sodium chloride
AEMPS,645721,Route,Injectable Product,
AEMPS,645770,RxNorm,8591,potassium chloride
AEMPS,645770,Route,Injectable Product,
AEMPS,645788,Strength,2 MEQ/ML,
AEMPS,645788,RxNorm,8591,potassium chloride
AEMPS,645788,Route,Injectable Product,
AEMPS,645804,Strength,2 MEQ/ML,
AEMPS,645804,RxNorm,8591,potassium chloride
AEMPS,645804,Route,Injectable Product,
AEMPS,645820,RxNorm,39230,urapidil
AEMPS,645820,Strength,5 MG/ML,
AEMPS,645820,Route,Injectable Product,
AEMPS,646026,RxNorm,4850,glucose
AEMPS,646026,RxNorm,9863,sodium chloride
AEMPS,646026,Route,Injectable Product,
AEMPS,646265,Strength,1000 MG,
AEMPS,646265,RxNorm,20481,cefepime
AEMPS,646265,Route,Injectable Product,
AEMPS,646273,Strength,2000 MG,
AEMPS,646273,RxNorm,20481,cefepime
AEMPS,646273,Route,Injectable Product,
AEMPS,646349,RxNorm,38413,torsemide
AEMPS,646349,Strength,5 MG,
AEMPS,646349,Route,Oral Product,
AEMPS,646372,RxNorm,4850,glucose
AEMPS,646372,RxNorm,9863,sodium chloride
AEMPS,646372,Route,Injectable Product,
AEMPS,646745,RxNorm,33770,piretanide
AEMPS,647008,RxNorm,11295,water
AEMPS,647016,RxNorm,11295,water
AEMPS,647420,Strength,2 MEQ/ML,
AEMPS,647420,RxNorm,8591,potassium chloride
AEMPS,647420,Route,Injectable Product,
AEMPS,647529,Strength,50 MG,
AEMPS,647529,RxNorm,52175,losartan
AEMPS,647529,Route,Oral Product,
AEMPS,647768,RxNorm,237162,dexketoprofen
AEMPS,647768,Strength,25 MG,
AEMPS,647768,Route,Oral Product,
AEMPS,647867,Strength,12.5 MG,
AEMPS,647867,RxNorm,237162,dexketoprofen
AEMPS,647867,Route,Oral Product,
AEMPS,647933,Strength,1500 MG,
AEMPS,647933,RxNorm,2475181,almagate
AEMPS,647933,Route,Oral Product,
AEMPS,648246,Strength,150 MG,
AEMPS,648246,RxNorm,9143,ranitidine
AEMPS,648246,Route,Oral Product,
AEMPS,648279,Strength,4.5 MG/ML,
AEMPS,648279,RxNorm,9863,sodium chloride
AEMPS,648279,Route,Injectable Product,
AEMPS,648626,Strength,4 MG/ML,
AEMPS,648626,RxNorm,6387,lidocaine
AEMPS,648626,Route,Injectable Product,
AEMPS,648709,RxNorm,11413,zidovudine
AEMPS,648709,Strength,250 MG,
AEMPS,648709,Route,Oral Product,
AEMPS,648956,Strength,0.125 MG/ML,
AEMPS,648956,RxNorm,1311476,bromine
AEMPS,648956,Route,Inhalant Product,
AEMPS,648964,Strength,0.25 MG/ML,
AEMPS,648964,RxNorm,1311476,bromine
AEMPS,648964,Route,Inhalant Product,
AEMPS,649228,Strength,300 MG,
AEMPS,649228,RxNorm,9143,ranitidine
AEMPS,649228,Route,Oral Product,
AEMPS,649236,Strength,150 MG,
AEMPS,649236,RxNorm,9143,ranitidine
AEMPS,649236,Route,Oral Product,
AEMPS,649277,RxNorm,3992,epinephrine
AEMPS,649277,RxNorm,592464,articaine
AEMPS,649277,Route,Injectable Product,
AEMPS,649459,RxNorm,1998,captopril
AEMPS,649459,Strength,25 MG,
AEMPS,649459,Route,Oral Product,
AEMPS,649483,RxNorm,1202,atenolol
AEMPS,649483,Strength,50 MG,
AEMPS,649483,Route,Oral Product,
AEMPS,649608,RxNorm,1307106,succinate
AEMPS,649608,RxNorm,9863,sodium chloride
AEMPS,649608,RxNorm,9880,sodium hydroxide
AEMPS,649608,Route,Injectable Product,
AEMPS,649624,RxNorm,1815,bupivacaine
AEMPS,649624,Strength,5 MG/ML,
AEMPS,649624,Route,Injectable Product,
AEMPS,650005,RxNorm,40254,valproate
AEMPS,650005,Strength,500 MG,
AEMPS,650005,Route,Oral Product,
AEMPS,650006,Strength,200 MG,
AEMPS,650006,RxNorm,40254,valproate
AEMPS,650006,Route,Oral Product,
AEMPS,650007,Strength,200 MG,
AEMPS,650007,RxNorm,40254,valproate
AEMPS,650007,Route,Oral Product,
AEMPS,650008,Strength,200 MG/ML,
AEMPS,650008,RxNorm,40254,valproate
AEMPS,650008,Route,Oral Product,
AEMPS,650010,RxNorm,1310164,Centella asiatica extract
AEMPS,650010,RxNorm,7299,neomycin
AEMPS,650010,Route,Topical Product,
AEMPS,650081,RxNorm,56946,paclitaxel
AEMPS,650081,Strength,6 MG/ML,
AEMPS,650081,Route,Injectable Product,
AEMPS,650082,RxNorm,56946,paclitaxel
AEMPS,650082,Strength,6 MG/ML,
AEMPS,650082,Route,Injectable Product,
AEMPS,650084,RxNorm,56946,paclitaxel
AEMPS,650084,Strength,6 MG/ML,
AEMPS,650084,Route,Injectable Product,
AEMPS,650092,Strength,25 MG,
AEMPS,650092,RxNorm,3008,cyclosporine
AEMPS,650092,Route,Oral Product,
AEMPS,650093,RxNorm,3008,cyclosporine
AEMPS,650093,Strength,50 MG,
AEMPS,650093,Route,Oral Product,
AEMPS,650094,Strength,100 MG,
AEMPS,650094,RxNorm,3008,cyclosporine
AEMPS,650094,Route,Oral Product,
AEMPS,650095,Strength,200 MG,
AEMPS,650095,RxNorm,6185,labetalol
AEMPS,650095,Route,Oral Product,
AEMPS,650104,Strength,15 MG/ML,
AEMPS,650104,RxNorm,3289,dextromethorphan
AEMPS,650104,Route,Oral Product,
AEMPS,650106,Strength,10 MG,
AEMPS,650106,RxNorm,10324,tamoxifen
AEMPS,650106,Route,Oral Product,
AEMPS,650117,RxNorm,1425,benzydamine
AEMPS,650117,Strength,500 MG,
AEMPS,650117,Route,Vaginal Product,
AEMPS,650118,RxNorm,1425,benzydamine
AEMPS,650118,Strength,500 MG,
AEMPS,650118,Route,Vaginal Product,
AEMPS,650124,RxNorm,10122,strontium
AEMPS,650124,Strength,2000 MG,
AEMPS,650124,Route,Oral Product,
AEMPS,650163,RxNorm,214354,candesartan
AEMPS,650163,Strength,32 MG,
AEMPS,650163,Route,Oral Product,
AEMPS,650181,Strength,25 MG,
AEMPS,650181,RxNorm,298869,eplerenone
AEMPS,650181,Route,Oral Product,
AEMPS,650184,Strength,4 MG,
AEMPS,650184,RxNorm,61148,somatropin
AEMPS,650184,Route,Injectable Product,
AEMPS,650188,RxNorm,41493,meloxicam
AEMPS,650195,Strength,20 MG/ML,
AEMPS,650195,RxNorm,2116,carteolol
AEMPS,650195,Route,Ophthalmic Product,
AEMPS,650216,RxNorm,25357,follitropin beta
AEMPS,650216,Route,Injectable Product,
AEMPS,650221,RxDrug,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet
AEMPS,650221,RxNorm,5487,hydrochlorothiazide
AEMPS,650221,RxNorm,83818,irbesartan
AEMPS,650221,Route,Oral Product,
AEMPS,650242,RxNorm,1291,bacitracin
AEMPS,650242,RxNorm,7299,neomycin
AEMPS,650242,Route,Topical Product,
